,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for two people)
7779,Empire Restaurant,1,No,3.7 out of 5,"Chicken Masala, Shaadi Ki Biryani, Chicken Shawarama, Butter Naan, Chicken Grill, Chicken Satay, Mutton Curry",750
7780,Balle-Licious Kitchen,1,No,3.9 out of 5,"Dal Makhani, Butter Chicken, Reshmi Kebab, Shahi Paneer, Butter Naan, Shahi Tukda, Chilli Chicken",400
7781,Hyderabad Biryaani Home,1,No,3.0 out of 5,"Chicken, Hyderabadi Biryani, Mutton Biryani",650
7782,Bearful,1,No,3.8 out of 5,"Pizza, Bamboo Biryani, Pasta, Cheese Balls, Noodles, Butter Chicken, Butter Naan","1,000"
7783,Drunken Monkey,1,No,4.0 out of 5,"Sandwiches, Chicken Tikka Sandwich",500
7784,Pop Hop,1,No,4.0 out of 5,Cheesecake,300
7785,Ice N Fries Cafe,1,No,3.8 out of 5,Burgers,200
7786,Just Yum,1,No,3.6 out of 5,"Manchow Soup, Tandoori Chicken, Paratha",500
7787,Nutty Squirrel,1,No,3.8 out of 5,"Brownie Chocolate, Ice Cream Sandwich, Brownie Sundae, Waffles",300
7788,Cooking Mom,1,No,2.9 out of 5,"Fish Chilli, Kadhai Paneer, Vegetable Biryani, Chicken Kebab, Veg Thali, Chicken Butter Masala, Butter Naan",800
7789,Biriyani Bungalow,1,No,3.9 out of 5,"Chicken Biryani, Vegetable Biryani, Hyderabadi Biryani, Mutton Biryani, Paneer Biryani, Chicken Guntur, Tandoori Chicken",800
7790,Gusto's Pizza,1,No,2.9 out of 5,"Pasta, Salads, Cheesy Garlic Bread, Mint Mojito, Chicken Salad, Veg Extravaganza Pizza, Pane Pizza",500
7791,Biryani Kitchen,1,No,4.0 out of 5,"Hyderabadi Biryani, Paneer Biryani",400
7792,Pepperwood,1,No,3.7 out of 5,"Rolls, Chicken Biryani",300
7793,Tumbites,1,No,NEW,"Dal Bati, Liti Chokha",200
7794,Onesta,1,Yes,4.4 out of 5,"Banana Smoothie, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli, Stuffed Chicken Pizza",600
7795,Shudh,1,No,4.1 out of 5,"Club Kachori, Thepla, Jalebi, Paratha, Poha, Thali",300
7796,Biryani Miya,1,No,3.7 out of 5,"Chicken Biryani, Raita, Egg Chilli",600
7797,Mani's Dum Biryani,1,No,4.0 out of 5,"Vegetable Biryani, Raita, Chicken Boneless Biryani, Biryani Combo, Mutton Biryani, Chicken Kebab Biryani, Hyderabadi Biryani",750
7798,Carlos Cake Cafe,1,No,3.8 out of 5,"Pasta, Chocolate Truffle, Burgers, Blueberry Cheesecake",300
7799,California Burrito,0,No,3.9 out of 5,"Rice Bowl, Paneer Tikka, Rice Bowls, California Burrito",400
7800,Punjabi Food Point,1,No,3.3 out of 5,"Aloo Paratha, Panneer Butter Masala",450
7801,Punjabi Tadka,1,No,2.8 out of 5,"Paneer Parantha, Mutton Biryani, Lassi, Dal Makhani, Thali, Aloo Paratha",400
7802,The Punjabi Rasoi,1,Yes,3.8 out of 5,"Panneer Butter Masala, Kulcha, Paneer Methi Malai, Kadhai Paneer, Tangdi Kabab, Roti, Dal Makhani",800
7803,Mealer.in,1,No,3.9 out of 5,"Rajma, Dal Makhani, Maggi, Chole, Roti, Chicken Biryani, Egg Curry",450
7804,Soul Treat,1,No,4.3 out of 5,"Fruit Cake, Blueberry Cake, Brownie, Chocolate Walnut Cake, Carrot Cake, Chocolate Blueberry, Meetha Paan",750
7805,Kadala Teera,1,No,3.8 out of 5,"Sea Food, Chicken Kebab, Crab Sukha, Veg Fried Rice",600
7806,Rural Blues,1,Yes,4.3 out of 5,"Quinoa Salad, Murgh Ghee Roast, Butter Chicken, Cocktails, Pizza, Mocktails, Nachos","1,300"
7807,Second Wife Cafe,1,No,3.7 out of 5,"Paneer Tikka, Tandoori Momos, Soya Chaap, Afghani Chaap",400
7808,Paratha's Kitchen,1,No,2.8 out of 5,"Paratha, Chole",200
7809,Maia - Eat | Bake | Mom,1,Yes,4.2 out of 5,"Matar Paneer, Pasta, Pizza, Sandwiches, Calzone, Mocktails, Vegetarian","1,200"
7810,Meghana Biryani,1,No,2.3 out of 5,"Paneer Biryani, Vegetable Biryani, Chicken Boneless Biryani",800
7811,Byg Brewski Brewing Company,1,Yes,4.9 out of 5,"Cocktails, Butter Chicken, Dahi Kebab, Rajma Chawal, Craft Beer, Teriyaki Fish, Buffalo Wings","1,600"
7812,Chili's American Grill & Bar,1,Yes,4.6 out of 5,"Pork Ribs, Chicken Soup, Veg Fajitas, Cocktails, Burgers, Tacos, Pasta","1,800"
7813,Thanco's Natural Ice Cream,1,No,3.9 out of 5,Waffles,450
7814,Manchow,1,Yes,3.8 out of 5,"Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Basil Rice, Chicken Dim Sum",600
7815,Bangaliana,1,No,3.7 out of 5,"Dhokar Dalna, Chicken Curry, Mutton Curry, Mutton Kosha, Fish Curry, Mocha Chingri, Fish Kalia",600
7816,Cafe Mondo,1,No,3.6 out of 5,"Coffee, Pasta, Sandwiches, Pizza, Nachos, Blueberry Cheesecake, Burgers",700
7817,Soup'ermanz Kitchen,1,No,4.1 out of 5,"Crispy Chicken, Pasta, Burgers, Pizza, Clear Soup, Chicken Burger, Brownie",800
7818,THE RIG,0,Yes,4.3 out of 5,"Bang Bang Chicken, Cocktails, Vegetable Biryani, Craft Beer, Stout, Cosmopolitan, Mocktails","1,500"
7819,Al Khansah,1,No,3.9 out of 5,"Chicken Tikka Masala, Chicken Biryani, Mutton Biryani, Chicken Curry, Gajar Ka Halwa, Malai Kebab, Gulab Jamun",600
7820,The Kebab House,1,No,4.2 out of 5,"Cheese Naan, Biryani, Onion Rings",250
7821,The Vape,1,No,4.0 out of 5,"Pasta Primavera, Mocktails, Noodles, Sandwich, Cheese Corn Balls, Pad Thai, Sushi",800
7822,Beijing Bites,1,No,4.0 out of 5,"Dragon Chicken, Salad, Hakka Noodles, Chicken Momo, Chop Suey, Fish Chilli, Dragon Rolls",850
7823,Lungees Foods,1,No,3.7 out of 5,"Beef Curry, Kerala Parotta, Tea, Appam, Paratha, Beef Fry, Biryani",500
7824,Bombay Brasserie,1,No,4.3 out of 5,"Beer, Butter Chicken, Vegetable Biryani, Cocktails, Kulfi, Keema Pav, Chur Chur Paratha","1,800"
7825,Wangs Kitchen,1,No,2.4 out of 5,"Chicken Lollipop, Spring Roll, Momos, Singapore Noodles, Chop Suey, Clear Soup, Sweet Corn Soup","1,000"
7826,Vandana Andhra and Multi Cuisine,1,Yes,4.1 out of 5,"Chicken Guntur, Thali, Prawn Pepper Fry, Chicken Biryani, Gulab Jamun, Mutton Biryani, Halwa",900
7827,Birbal Darbar,0,No,4.1 out of 5,"Tandoori Chicken, Veg Kolhapuri, Jal-jeera, Chicken Biryani, Vegetable Biryani, Masala Papad, Dal Makhani",600
7828,Kabab Magic,1,No,3.0 out of 5,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka",500
7829,Moti Mahal Delux,1,Yes,4.0 out of 5,"Butter Chicken, Tawa Chicken, Kadhai Paneer, Chicken Curry, Murgh Lababdar, Vegetable Biryani, Dal Makhani","1,000"
7830,Foodbell,1,No,NEW,"Spring Roll, Kheer, Gajar Ka Halwa, Rajma, Chilli Paneer",300
7831,Via Milano,0,Yes,4.6 out of 5,"Pizza, Tiramisu, Wine, Vegetarian, Sangria, Gnocchi, Pasta","1,500"
7832,Stoned Monkey,1,No,3.9 out of 5,"Smoothie Chocolate, Hot Chocolate Fudge, Vanilla Ice Cream, Nachos, Waffles, Garlic Bread",500
7833,Zeeshan,1,No,2.6 out of 5,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan",700
7834,Dhaba Shaba,1,No,3.4 out of 5,"Paratha, Rajma Chawal",250
7835,Azura Restaurant,1,No,2.8 out of 5,"Egg Biryani, Dum Biryani, Naan",500
7836,Mughal Treat,1,No,3.6 out of 5,"Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala",700
7837,Ghar Ka Chulha,1,No,3.1 out of 5,"Paratha, Panneer Butter Masala, Roti, Khichda",550
7838,Baithak,0,No,4.2 out of 5,"Wood Fire Pizza, Cocktails, Ferrero Rocher Shake, Falafel, Peri Peri Chicken, Pasta, Mocktails","1,100"
7839,Samaroh,0,No,4.0 out of 5,"Kulfi, Rajasthani Thali, Sweet Paan, Buttermilk, Rasmalai, Chaat, Lassi","1,200"
7840,Pizza Stop,1,No,3.2 out of 5,"Pasta, Pizza, Garlic Bread",600
7841,NH-1,1,No,3.8 out of 5,"Lassi, Aloo Gobhi, Butter Chicken, Roti, Chaap, Afghan Chicken, Matar Paneer",600
7842,Le Charcoal Xpress,1,No,3.8 out of 5,"Shawarma, Pita Bread, Al Faham Chicken, Barbeque Chicken",500
7843,Amruth Parkland,0,No,3.5 out of 5,Dal Palak,900
7844,Nanda's,1,No,3.3 out of 5,"Murgh Ghee Roast, Chicken Guntur, Egg Fried Rice, Thali, Mutton Biryani, Naan, Andhra Meal",600
7845,Aapni Rasoi,1,No,3.2 out of 5,"Dal Tadka, Matar Methi Malai, Malai Kofta, Jeera Rice, Roti",400
7846,Tapout Tavern,1,Yes,4.1 out of 5,"Cocktails, Noodles, Chips, Shephards Pie, Lamb, Pizza, Beer","1,200"
7847,Shanghai Bistro,1,No,4.1 out of 5,"Noodles, Chicken Momo, Chicken Manchurian, Crabmeat Soup, Momos, Chop Suey, Chicken Manchow Soup",800
7848,Mishmash,1,No,3.9 out of 5,"Cocktails, Tandoori Chicken, Paneer Tikka, Stuffed Mushroom, Pasta Alfredo, Mocktails, Salads","1,400"
7849,Kabab Mandra,1,No,2.9 out of 5,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls",300
7850,Chicken Man,1,No,3.7 out of 5,"Burgers, Wings",400
7851,Hoot,1,Yes,4.2 out of 5,"Sea Food, Craft Beer, Cocktails, Tempura Prawns, Dahi Ke Kebab, Tandoori Platter, Pasta","1,400"
7852,The Irish House,1,No,4.2 out of 5,"Beer, Meatballs, Cocktails, Chicken Tenders, Burgers, Mini Tacos, Sweet Corn Pizza","1,700"
7853,Nayi Dilli by Anand Sweets,0,Yes,4.0 out of 5,"Phirni, Butter Naan, Kadhai Paneer, Tandoori Roti, Paratha, Dal Makhani, Paneer Tikka","1,000"
7854,Unico,1,No,3.7 out of 5,"Orange Juice, Garlic Naan",550
7855,Dosa Time,1,No,3.8 out of 5,"Pizza Dosa, Pav Bhaji Dosa, Cheese Masala Dosa",200
7856,ReadyBowl,1,No,3.6 out of 5,"Chicken Biryani, Rice, Punjabi Chicken, Vegetable Biryani",300
7857,Khan Saheb Grills And Rolls,1,No,3.2 out of 5,"Rolls, Beda Roti, Chicken Baida Roti, Chicken Tikka Roll, Aloo Tikka Roll, Mushroom Roll",400
7858,Kawaii,1,No,3.9 out of 5,"Mochi Ice Cream, Milk Tea",500
7859,Kritunga Restaurant,0,No,2.7 out of 5,"Bamboo Chicken, Paneer Biryani, Chicken Biryani, Raita, Pot Biryani, Curd Rice, Roti",600
7860,Lovely Knights,1,No,3.5 out of 5,"Dragon Chicken, Noodles",500
7861,Nukkad,1,No,3.0 out of 5,"Biryani, Pepper Chicken, Ghee Rice, Dal Fry",500
7862,Ivy Park,0,No,3.5 out of 5,"Poricha Kozhi, Chicken Curry",500
7863,Bonfooder,1,No,3.8 out of 5,"Dahi Bhalle, Thali",400
7864,Cupcake Noggins,0,No,3.9 out of 5,"Cup Cake, Chocolate Decadence, Blueberry Cheesecake, Coffee",300
7865,Grandma's Recipe,0,No,3.9 out of 5,"Chicken Biryani, Fish Curry",400
7866,Paratha Plaza,0,No,3.5 out of 5,"Sattu Paratha, Lassi, Dal Makhani, Roti",250
7867,Happy House Restaurant,0,No,3.1 out of 5,"Appam, Fish",600
7868,North Met South,1,Yes,NEW,"Mutton Soup, Roti",800
7869,Nandhini Deluxe,0,No,2.8 out of 5,"Chicken Biryani, Buttermilk",800
7870,Nite Out,1,No,3.9 out of 5,"Brownie Chocolate, Chicken Biryani, Veg Momos, Noodles",500
7871,Just Delhiwala,1,No,3.8 out of 5,"Chole, Lassi, Paratha",300
7872,That Garage Cafe,1,No,3.4 out of 5,"Coffee, Mutton Steak, Veg Burger, Plum Cake, Ginger Tea",700
7873,Biryani Rooh-e-Khaas,1,No,4.2 out of 5,"Chicken Dum Biryani, Shahi Tukda",500
7874,Eden Huts Restaurant,0,No,4.0 out of 5,"Roti, Chicken Kebab, Panneer Butter Masala, Ghee Rice, Butter Naan, Biryani, Jeera Rice",400
7875,Apsara Ice Cream,0,No,4.1 out of 5,"Blueberry Cheesecake, Panipuri, Sitaphal Ice Cream",200
7876,Bhagini,0,No,2.3 out of 5,"Masala Peanuts, Chicken Biryani, Roti",800
7877,Ammi's Biryani,0,No,2.8 out of 5,"Chicken Biryani, Mutton Biryani",500
7878,Mast Kalandar,0,No,2.1 out of 5,"Khichda, Gaon Ki Thali, Buttermilk, Dal Makhani, Paratha, Shikanji, Paneer Bhurji",450
7879,Parathabox,0,No,3.8 out of 5,"Cheesy Corn, Paneer Cheese",150
7880,Spice Garden by Dum Mast Biryani,0,No,3.2 out of 5,"Biryani, Paneer Pasanda",550
7881,Health Gourmet,1,No,3.8 out of 5,"Pasta, Peri Peri Chicken, Basil Smoothie, Baked Chicken, Yakisoba",600
7882,Taza Tawa,0,No,3.2 out of 5,Chicken Tikka Roll,550
7883,Rolls On Wheels,0,No,3.5 out of 5,"Rolls, Veg Momos, Chicken Momo, Paneer Tikka Roll",300
7884,Butter Side Up,1,No,4.1 out of 5,"Cup Cake, Pie, Red Velvet, Chocolate Cake, German Chocolate",600
7885,Foodzoo,0,No,3.6 out of 5,"Paratha, Puri Sabzi, Tea, Chole",300
7886,Mumbai Kulfi,1,No,4.0 out of 5,"Calcutta Paan, Malai Kulfi, Tender Coconut Kulfi, Kesar Pista Kulfi, Mango Kulfi",100
7887,Wow Vada Pav,0,No,3.7 out of 5,"Chaat, Burgers, Cheese Maggi, Tea, Chocolate Shake, Lassi, Cheese Vada Pav",150
7888,Health Zingo,0,No,3.8 out of 5,"Sattu Paratha, Pasta, Idli, Salads, Thali, Khichda, Masala Dosa",600
7889,Food Theory,0,No,3.0 out of 5,"Pasta, Tandoori Roti, Brownie",500
7890,Burrito Boys,0,No,2.7 out of 5,Rice Bowl,330
7891,Cafe Daily Bread,0,No,3.7 out of 5,"Pasta, Sandwich, Sandwiches, Caesar Salad, Salads, Fries, Egg Wrap",600
7892,Sri Sai Mango Tree Restaurant,0,No,3.6 out of 5,"Chicken Biryani, Kastoori Chicken, Mushroom Biryani, Mutton Biryani, Paneer Biryani, Naan, Tandoori Chicken",600
7893,Spice Of Kolkata,0,No,2.8 out of 5,"Rolls, Biryani, Dum Aloo",400
7894,XO Belgian Waffle,1,No,3.9 out of 5,Waffles,400
7895,Natural Ice Cream,0,No,4.3 out of 5,"Mango Ice Cream, Coffee Walnut, Waffle Cone, Tender Coconut Ice Cream, Custard Apple, Kesar Pista, Chips",200
7896,Bombay Kulfis,0,No,3.7 out of 5,"Malai Kulfi, Kesar Pista",200
7897,Kanti Sweets,1,No,3.7 out of 5,"Paratha, Kaju Barfi, Papdi Chaat",400
7898,Hokey Pokey Ice Creams,0,No,3.9 out of 5,"Cheesecake, Rolls, Coffee, Ice Cream Roll",350
7899,Keventers,1,No,3.9 out of 5,"Thick Shakes, Choco Hazelnut, Chocolate Hazelnut Shake",400
7900,Warm Oven,1,No,3.9 out of 5,"Red Velvet Cake, Chocolate Truffle",500
7901,OPUS Club,0,Yes,4.4 out of 5,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","1,900"
7902,Vapour Brewpub and Diner,0,Yes,4.5 out of 5,"Cheese Pasta, Cocktails, Craft Beer, Stout, Bruschettas, Pinacolada, Wheat Beer","1,400"
7903,Asia Alive - DoubleTree Suites By Hilton,0,Yes,4.2 out of 5,"Wine, Salad, Panna Cotta, Phad Thai, Fish, Salads, Sunday Brunch","2,000"
7904,Purani Dilli By Anand Sweets,0,No,4.2 out of 5,"Chaat, Chole Bhature, Thali, Dahipuri, Raj Kachori, Raita, Lassi",500
7905,Beijing Bites,1,No,3.8 out of 5,"Noodles, Hunan Chicken, Momos, Mushroom Soup, Dragon Rolls, Chicken Manchow Soup, Sweet Corn Soup",850
7906,Mandara - Imera Spa & Resort,0,No,3.5 out of 5,"Coffee, Fried Rice","1,200"
7907,Domino's Pizza,1,No,2.7 out of 5,Stuffed Garlic Bread,400
7908,Madurai Idly Shop,0,No,2.1 out of 5,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea",200
7909,Just Shawarma,1,No,3.8 out of 5,"Rolls, Whole Meat Shawarma, Chicken Shawarama, Malgoum Shawarma",300
7910,Chullah Chandigarh,0,No,4.2 out of 5,"Lassi, Dal Makhani, Murgh Patiala, Hara Bhara Kabab, Malai Kofta, Stuffed Mushroom, Paneer Tikka",800
7911,Dalchini,0,No,4.0 out of 5,"Lassi, Buttermilk, Tandoori Chicken, Mutton Biryani, Dhania Chicken, Mutton Roganjosh, Lime Soda",700
7912,BG's Poolside Bar & Grill,0,Yes,4.1 out of 5,"Cocktails, Pasta, Sunday Brunch, Red Wine Sangria, Shotgun Chicken, New Zealand Lamb Chops, Beer","1,800"
7913,Glassy,0,Yes,4.2 out of 5,"Cocktails, Mocktails, Chicken Chatpata, Beer, Chilli Chicken, Fish Tikka, Masala Peanuts","1,400"
7914,Tumbites,1,No,3.9 out of 5,"Dal Bati, Liti Chokha",200
7915,Punjabi Nukkad Pure Veg,1,No,3.6 out of 5,"Lassi, Paratha, Chur Chur Naan, Raita, Chana Masala, Buttermilk, Kheer",500
7916,Parrattha Ssinghh,1,No,NEW,Paratha,250
7917,Punjabi Tadka,0,No,2.6 out of 5,"Roti, Paratha, Jeera Rice, Panneer Butter Masala, Sweet Lassi, Tandoori Chicken, Tawa Chicken",400
7918,Deli Chats & Sweets,1,No,NEW,"Chaat, Tea, Sev Puri, Chai, Raj Kachori, Coffee, Pakoda",200
7919,TherPUP - a Dog Cafe,0,No,4.2 out of 5,"Sandwiches, Pizza, Fries, Veg Burger, Sandwich, Nachos, Chicken Burger",700
7920,Cafesta,1,No,4.3 out of 5,"Burgers, Waffles, Chocolava, Coffee, Pasta, Chocolate Cake, Brownie",550
7921,Glen's Bakehouse,1,Yes,4.2 out of 5,"Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate",600
7922,Enchanted Garden,1,Yes,4.3 out of 5,"Mocktails, Burgers, Pavbhaji Pizza, Paneer Tikka, Sandwiches, Pasta, Salad","1,400"
7923,Stoner,1,No,4.3 out of 5,"Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate",500
7924,Beyond Elements,1,Yes,4.1 out of 5,"Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala",900
7925,Orzuv,1,Yes,3.7 out of 5,"Saffron Kahwa, Phirni, Mutton Kanti, Tea, Tabakh Maaz, Mutton Roganjosh, Meat Balls","1,100"
7926,Smoor,1,No,4.4 out of 5,"Cheesecake, Chocolate Sundae, Gooey Chocolate Cake, Cup Cake, Coffee, Rainbow Cake, Hot Chocolate",700
7927,Cafe Palmyra,0,Yes,4.2 out of 5,"Club Sandwich, Pork Chops, Sunday Brunch, Burgers, Fish Fingers, Pizza, Chicken Tikka","2,000"
7928,Onesta,1,Yes,4.4 out of 5,"Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu",600
7929,The Chocolate Heaven,1,No,3.1 out of 5,"Waffles, Coffee, Pizza, Burgers, Hot Chocolate, Brownie, Fries",600
7930,Barley & Grapes Cafe,0,No,4.2 out of 5,"Beer, Burgers, Pizza, Pasta, Mocktails, Salads, Sangria","1,000"
7931,Boondock Bistro,1,Yes,3.9 out of 5,"Burgers, Steak, Pasta, Salad, Chicken Wings, Apple Pie, Fries",900
7932,Oregano Soul Food,1,No,4.0 out of 5,"Nachos, Sandwich, Coffee, White Sauce Pasta, Chicken Club Sandwiches, Pizza, Garlic Bread",700
7933,Kalmane Koffees,0,No,3.9 out of 5,"Filter Coffee, Blueberry Muffin, Hot Coffee, Brownie, Cappuccino",350
7934,Chef Baker's,1,No,3.8 out of 5,"Pasta, Sandwiches, Veg Burger, Tea, Coffee, Club Sandwich, French Fries",400
7935,Cafe Coffee Day,1,No,3.6 out of 5,"Sandwiches, Brownie",650
7936,Whitefield Baking Company - Bengaluru Marriott Hotel...,0,No,3.9 out of 5,"Coffee, Opera Pastry, Masala Tea",400
7937,Biggies Burger 'n' More,1,No,3.7 out of 5,"Burgers, Hot Dog, Mushroom Burger, Mojito, Chicken Bbq Burger, French Fries, Grilled Burger",400
7938,Spice Boulevard,0,No,3.9 out of 5,"Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine",700
7939,Cafe Thulp,1,No,3.6 out of 5,"Burgers, Pasta Alfredo, Pulled Pork Burger, Pizza","1,000"
7940,Potful,1,No,NEW,"Hyderabadi Biryani, Rumali Roti, Raita",650
7941,Shanmukha,1,No,3.9 out of 5,"Noodles, Chicken Dum Biryani, Boneless Biryani, Vegetable Biryani, Lassi, Dal Tadka, Tandoori Chicken",800
7942,Easy Bites,1,No,4.0 out of 5,"French Fries, Shawarma, Chicken Popcorn",300
7943,Orbis Restaurant,1,Yes,3.9 out of 5,"Chicken Biryani, Burgers, Halwa, Malabari Biryani, Noodles, Shawarma Roll, Barbeque Chicken",750
7944,Burger King,1,No,4.0 out of 5,"Burgers, Tandoor Chicken Burger, Mutton Whopper, Mutton Burger, Cheesy Fries, Chicken Whopper, Chicken Crisp Burger",600
7945,Fish Chain,1,No,3.7 out of 5,"Sea Food, Biryani",250
7946,Empire Restaurant,1,No,3.5 out of 5,"Roti, Paratha, Tandoori Chicken, Egg Noodles",400
7947,Imperio Restaurant,1,Yes,4.3 out of 5,"Faluda, Aloo Paratha, Butter Chicken, Biryani, Chicken Shawarama, Pepper Chicken, Tandoori Roti",700
7948,Kitchens@Mahadevpura,1,No,3.9 out of 5,Prompt Service,600
7949,Kitchens@Whitefield,1,No,3.7 out of 5,Friendly Staff,400
7950,Refresh,1,No,3.6 out of 5,"Poha, Vada Pav, Tea, Sandwiches, Chicken Sandwich, French Omelette, French Fries",400
7951,Chatpatlal Sweets & Snacks,1,No,4.1 out of 5,"Chaat, Ginger Tea, Club Kachori, Samosa, Aloo Paratha, Dhokla, Thali",200
7952,Friend's Own,1,No,3.2 out of 5,"Noodles, Chilli Chicken",300
7953,Foodies Delight,1,No,3.8 out of 5,"Sandwich, Poha, Gujarati Food, Dabeli, Pav Bhaji, Tea, Thali",400
7954,Warm Oven,1,No,4.0 out of 5,"Ferrero Rocher Cake, Chocolate Cake",500
7955,Juice Berg,1,No,4.0 out of 5,Chocolate Cake,500
7956,BOX8- Desi Meals,1,No,4.2 out of 5,"Paratha, Chicken Tikka Biryani, Basmati Rice, Rajma, Dal Makhani",500
7957,Corner House Ice Cream,1,No,4.5 out of 5,"Hot Chocolate Fudge, Fudge Cake, Apple Pie, Thick Shakes",400
7958,Sri Sai Palace,1,Yes,3.8 out of 5,"Masala Dosa, Roti, Curd Rice",300
7959,Rivayat,1,Yes,3.9 out of 5,"Naan, Tandoori Roti, Chicken Biryani, Dal Makhani, Shahi Paneer, Dum Biryani, Paneer Tikka",800
7960,Rolls Mania,1,No,3.8 out of 5,Rolls,450
7961,Paradise,1,Yes,4.0 out of 5,"Chicken Biryani, Mutton Biryani, Mutton Seekh Kebab, Vegetable Biryani, Hyderabadi Dum Biryani, Chicken Tenders, Egg Biryani",800
7962,KFC,1,No,3.5 out of 5,"Burgers, Popcorn Chicken, Hot Wings, Virgin Mojito, Rice Bowl",450
7963,Abhiruchi Restaurant,1,No,3.7 out of 5,Chicken Biryani,550
7964,Five Star Chicken,1,No,3.8 out of 5,"Burgers, Masala Fries, Wings",200
7965,Pizza Hut,1,No,3.7 out of 5,"Pane Pizza, Garlic Bread, Thin Crust Pizza, Paneer Pizza, Pepperoni, Pasta",750
7966,Roti Ghar Ki,1,No,4.0 out of 5,"Chole, Paratha, Rajma, Dal Makhani",400
7967,Kerala Tiffin,1,No,3.9 out of 5,Appam,300
7968,Faasos,1,No,4.0 out of 5,"Cheesy Chicken Wrap, Veggie Wrap, Chicken Rice Feast, Chicken Biryani, Paratha, Paneer Wrap, Rolls",500
7969,Delhi Kitchen,1,No,2.9 out of 5,Paratha,400
7970,Ovenstory Pizza,1,No,4.0 out of 5,"Pizza, Bruschettas",800
7971,Behrouz Biryani,1,No,4.0 out of 5,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",650
7972,Mojo Pizza - 2X Toppings,1,No,4.2 out of 5,"Garlic Bread, Pepperoni, Chicken Wings, Chicken Pizza, Veggie Pizza, House Pizza",600
7973,Imperia Restaurant,1,No,2.5 out of 5,"Chicken Grill, Biryani",500
7974,Not Just Waffles,1,No,4.2 out of 5,"Waffles, Chocolate Bomb, Brownie Delight",400
7975,Cakesta,1,No,4.1 out of 5,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry",500
7976,Thalassery Restaurant,1,No,2.9 out of 5,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry",500
7977,Firangi Bake,1,No,4.1 out of 5,"Biryani, Meatballs",600
7978,Dehati Murgee,1,No,4.0 out of 5,"Laccha Paratha, Murgh Lababdar, Biryani, Mutton Bhuna Gosht, Litti, Bhuna Chicken",600
7979,Chandrika Tiffins,1,No,4.0 out of 5,"Paratha, Dabeli",300
7980,New Udupi Delicacy,1,No,3.9 out of 5,"Filter Coffee, Plain Dosa",250
7981,U.P. Dhaba,1,No,2.8 out of 5,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature",350
7982,Simhapuri Kitchen,1,Yes,3.9 out of 5,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken",800
7983,Real Fresh Dosa Corner,0,No,4.2 out of 5,"Plain Dosa, Palak Dosa, Mushroom Dosa",200
7984,Lenny's- Burgers and more,1,No,3.9 out of 5,"Burgers, Club Chicken Sandwich, Fries, Lamb Burger, Cheese Sandwich, Chicken Bbq Burger",400
7985,Arogya Thaana,1,No,3.8 out of 5,"Sandwiches, Oreo Shake, Burgers",200
7986,Mani's Dum Biryani,1,No,4.0 out of 5,"Raita, Kebab Biryani, Dum Biryani, Chicken Kebab, Fish Biryani, Paneer Biryani, Mutton Biryani",750
7987,Biryani Kitchen,1,No,4.3 out of 5,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",450
7988,Goli Vada Pav No. 1,1,No,3.7 out of 5,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",200
7989,Boondock Bistro,1,Yes,3.9 out of 5,"Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta",900
7990,Andhra Kafe,1,No,3.8 out of 5,"Biryani, Thali, Lemon Tea, Lassi, Coffee, Masala Paneer, Roti",550
