BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
Indya,regular ankle length silk womens maxi skirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3200",2560,20% off,Indianwear-Women
Haute curry,printed ankle length casual wear flared sleeve dress with tie-up - yellow,"Size:Large,Medium,Small,X-Small","Rs
1499",749,50% off,Indianwear-Women
W,printed round neck straight womens kurta - white,"Size:12,14","Rs
1899",949,50% off,Indianwear-Women
Ziyaa,printed v-neck polyester womens ethnic set - navy,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3277",1310,60% off,Indianwear-Women
Myshka,solid cotton round neck womens kurta palazzo set - pink,",Medium,Small,X-Large,XX-Large","Rs
3999",999,75% off,Indianwear-Women
Haute curry,printed round neck cotton womens regular dress - blue,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
Kashish,embroidered viscose blend mandarin womens ethnic set - mauve,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,4499,No Discount,Indianwear-Women
Infuse,embroidered polyester womens full length palazzos - black,"Size:2XL/3XL,Large/X-Large,Small/Medium","Rs
1399",419,70% off,Indianwear-Women
Haute curry,printed rayon round neck womens straight flared top - turquoise,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
Haute curry,printed rayon round neck womens regular top - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
Infuse,solid rayon womens full length palazzos - teal,"Size:Large/X-Large,Small/Medium,XXL/XXXL","Rs
799",319,60% off,Indianwear-Women
Myshka,printed silk blend one shoulder womens dress - red,",Medium,Small,X-Large,XX-Large","Rs
3499",874,75% off,Indianwear-Women
W,solid viscose round neck womens calf length kurta - blue,"Size:12,14,16,18",Nan,1899,No Discount,Indianwear-Women
Yuris,gotta patti round neck cotton womens kurta palazzo set - blue,"Size:Medium,Small,X-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
Stop,embroidered rayon womens full length palazzo - indigo,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
W,printed v-neck viscose womens calf length kurta - green,"Size:6,8,10,12,14,16,18",Nan,1999,No Discount,Indianwear-Women
Ziyaa,floral polyester boat neck womens flared kurta - natural,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2127",850,60% off,Indianwear-Women
Juniper,printed rayon round neck womens clothing set - sky blue,"Size:Large,Small,X-Large","Rs
2499",1499,40% off,Indianwear-Women
Haute curry,printed v neck rayon womens flared dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
Biba,printed round neck flared womens kurta - cream,"Size:34,36,38,42","Rs
2799",1679,40% off,Indianwear-Women
Varanga,printed halter neck cotton womens ethnic set - blue,"Size:Large,Medium,Small,X-Large","Rs
6999",2449,65% off,Indianwear-Women
W,solid viscose round neck womens straight kurta - white,"Size:6,8,10,12,14,16,18","Rs
1999",1499,25% off,Indianwear-Women
Haute curry,v neck rayon regular womens dress - sage,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,1499,No Discount,Indianwear-Women
Indya,regular ankle length silk womens maxi skirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3200",2560,20% off,Indianwear-Women
Stop,rayon woven womens palazzo - teal,"Size:2XL/3XL,Large/X-Large,Small/Medium","Rs
899",449,50% off,Indianwear-Women
Infuse,embroidered polyester straight fit womens palazzo - deep navy,"Size:2XL/3XL,Large/X-Large,Small/Medium","Rs
1399",419,70% off,Indianwear-Women
Aurelia,printed polyester round neck womens straight dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2199",1539,30% off,Indianwear-Women
Stop,solid satin womens full length palazzos - gold,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
Biba,printed round neck rayon womens kurta pants set - white,"Size:32,34,36,38,42","Rs
4995",3496,30% off,Indianwear-Women
Biba,printed cotton v-neck womens salwar kurta dupatta set - red,"Size:32,34,36,38,40,42","Rs
2799",2239,20% off,Indianwear-Women
Stop,embroidered mandarin collar a line fit womens kurta - orange,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
Ziyaa,floral round neck crepe womens ethnic set - natural,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2519",881,65% off,Indianwear-Women
Kashish,embroidered round neck straight fit womens kurta - magenta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1249,50% off,Indianwear-Women
Indya,shraddha kapoor for indya pink embellished ethnic maxi dress - pink,"Size:Large,X-Small","Rs
2600",1300,50% off,Indianwear-Women
Infuse,solid rayon womens full length palazzos - fuschia,Size:Small/Medium,"Rs
499",299,40% off,Indianwear-Women
Juniper,solid cotton round neck womens flared dress - white,"Size:Large,Medium,Small,X-Large","Rs
3299",1649,50% off,Indianwear-Women
Stop,solid boat neck a line fit womens kurta - blue,"Size:S,M,L,XL,X-Small","Rs
1299",649,50% off,Indianwear-Women
Varanga,printed scoop neck cotton womens ethnic set - peach,"Size:Large,Medium,Small,X-Small","Rs
6999",2099,70% off,Indianwear-Women
Biba,printed polyester round neck womens set - green,"Size:34,36,38","Rs
6500",3900,40% off,Indianwear-Women
Biba,round neck cotton tired womens dresses - ecru,"Size:32,34,36,38,40,42",Nan,4599,No Discount,Indianwear-Women
Ziyaa,floral round neck rayon womens ethnic set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2333",933,60% off,Indianwear-Women
Indya,embroidered georgette fusion wear womens saree kurta with cape jacket - pink,Size:Small,"Rs
4500",2250,50% off,Indianwear-Women
Myshka,printed cotton round neck womens kurta palazzo set - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",899,70% off,Indianwear-Women
Neerus,floral georgette round neck womens regular kurta - blue,"Size:Large,Medium,X-Large,XX-Large,XXX-Large","Rs
2999",1499,50% off,Indianwear-Women
Haute curry,printed rayon round neck womens regular top - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
Stop,solid straight fit cotton lycra womens all occasions pants - black,"Size:S,M,L,XL",Nan,599,No Discount,Indianwear-Women
Global desi,womens self pattern tunic - mustard,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2199",659,70% off,Indianwear-Women
Stop,printed rayon round neck womens casual tunic - natural,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
W,printed viscose regular fit womens kurta set - pink,"Size:6,8,10,12,14,16,18",Nan,4999,No Discount,Indianwear-Women
Myshka,printed cotton v neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",749,85% off,Indianwear-Women
Biba,embroidred v neck poly cotton womens kurta palazzo set - white,"Size:32,34,36,38,42","Rs
5995",3597,40% off,Indianwear-Women
Varanga,embellished cotton round neck womens regular fit kurta - maroon,"Size:Medium,Small,XX-Large","Rs
1999",599,70% off,Indianwear-Women
Varanga,printed cotton round neck womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3299",824,75% off,Indianwear-Women
Aurelia,yarn dyed band with v straight womens kurta - navy,"Size:Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Indianwear-Women
Stop,printed cotton mandarin womens knee length kurta - off white,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",Nan,899,No Discount,Indianwear-Women
Biba,printed round neck flared womens kurta - pink,"Size:34,38","Rs
1999",1199,40% off,Indianwear-Women
Sanaa,printed blended mandarin womens kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1049",524,50% off,Indianwear-Women
Kami kubi,solid cotton comfort fit womens dhoti pants - maroon,"Size:Large,Small,XX-Large","Rs
1499",674,55% off,Indianwear-Women
Kami kubi,solid cotton round neck womens ethnic set - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2999",899,70% off,Indianwear-Women
Juniper,printed collar neck rayon designer women ethnic sets - blue,"Size:Large,Medium,Small,X-Large","Rs
2499",749,70% off,Indianwear-Women
Janasya,floral crepe v-neck womens flared kurta - peacock,"Size:Medium,Small,X-Small","Rs
1399",769,45% off,Indianwear-Women
Biba,printed v neck flared womens kurta - green,"Size:32,34,36,38,40,42","Rs
2799",1679,40% off,Indianwear-Women
Kashish,embroidered round neck viscose blend womens calf length kurta - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
Haute curry,printed round neck regular womens tunics & tops - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
Ziyaa,printed round neck polyester womens salwar kurta and dupatta set - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3857",1542,60% off,Indianwear-Women
Biba,printed round neck flared womens kurta - peacock,"Size:34,36,38,42","Rs
2799",1679,40% off,Indianwear-Women
Global desi,solid viscose round neck womens straight top - sage,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2299",1839,20% off,Indianwear-Women
Stop,printed v neck assymetrical fit womens kurta - indigo,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
Indya,embroidered georgette round neck womens kurta - green,"Size:Medium,Small,X-Large,X-Small","Rs
2950",2360,20% off,Indianwear-Women
Sanaa,solid rayon round neck womens kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1399",699,50% off,Indianwear-Women
Myshka,printed v neck womens kurti - yellow,",Medium,Small,X-Large,XX-Large","Rs
1499",449,70% off,Indianwear-Women
Kashish,embroidered viscose blend round neck womens festive set - brown,"Size:Large,Medium,Small,X-Large","Rs
3999",1999,50% off,Indianwear-Women
Varanga,printed halter neck cotton womens ethnic set - grey,Size:Large,"Rs
7999",2399,70% off,Indianwear-Women
Juniper,printed rayon mandarin womens flared dress - green,Size:XX-Large,"Rs
3699",1479,60% off,Indianwear-Women
W,printed cambric regular fit womens parallel pants - ecru,"Size:6,8,10,12,14,16,18","Rs
1799",1349,25% off,Indianwear-Women
Biba,womens black viscose straight kurta - black,Size:40,"Rs
1999",999,50% off,Indianwear-Women
Myshka,printed rayon collar neck womens dress - mustard,Size:XX-Large,"Rs
2999",749,75% off,Indianwear-Women
Fratini,solid skinny fit cotton blend womens casual pants - black,"Size:26,28,32,36","Rs
1299",649,50% off,Indianwear-Women
Haute curry,printed v-neck a-line womens tunic - peach,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Indianwear-Women
Kashish,embroidered v neck a-line fit womens kurta - brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",899,50% off,Indianwear-Women
Stop,printed cotton mandarin womens knee length kurta - blue,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
Haute curry,solid round neck regular womens tunics & tops - mauve,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
499",249,50% off,Indianwear-Women
Varanga,embellished cotton mandarin neck womens regular fit kurta - maroon,"Size:X-Large,XX-Large","Rs
1999",599,70% off,Indianwear-Women
Ziyaa,solid mandarin polyester womens salwar kurta and dupatta set - white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4327",1730,60% off,Indianwear-Women
Myshka,printed cotton round neck womens kurta palazzo set - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",999,80% off,Indianwear-Women
W,printed cotton flex mandarin womens straight kurta - orange,"Size:6,8,10,12,14,16,18","Rs
1699",1274,25% off,Indianwear-Women
Kashish,embroidered viscose blend round neck womens ethnic set - mauve,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,3299,No Discount,Indianwear-Women
W,solid rayon round neck womens straight kurta - pink,"Size:6,8,10,12,14,16,18","Rs
2299",1724,25% off,Indianwear-Women
Aurelia,yarn dyed band with v straight womens kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
Aurelia,printed v-neck cotton womens knee length kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,1599,No Discount,Indianwear-Women
Kashish,embroidered viscose blend mandarin womens ethnic set - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,2499,No Discount,Indianwear-Women
Haute curry,womens regular fit printed skirts - yellow,"Size:Large/X-Large,Small/Medium","Rs
1499",749,50% off,Indianwear-Women
Sanaa,geometric rayon mandarin womens mid thigh length kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1049",734,30% off,Indianwear-Women
Kashish,embroidered round neck viscose blend womens ethnic set - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3799",1899,50% off,Indianwear-Women
Juniper,womens white cotton chanderi embellished a-line kurta with mirrorwork & dori - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2299",1034,55% off,Indianwear-Women
Juniper,embellished rayon round neck straight kurta palazzo set - maroon,"Size:Large,Medium,Small,X-Large","Rs
4099",1844,55% off,Indianwear-Women
Haute curry,printed rayon round neck womens regular dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
Stop,solid satin womens full length palazzos - maroon,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
Yuris,embroidered round neck cotton womens regular fit midi dress - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",849,50% off,Indianwear-Women
Yuris,solid cotton mandarin womens regular kurta - multi,"Size:Large,Medium,Small,X-Large,XXX-Large","Rs
1099",604,45% off,Indianwear-Women
Janasya,pure cotton womens kurta - indigo,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1199",599,50% off,Indianwear-Women
Stop,embroidered rayon round neck womens regular tunic - red,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
Stop,printed mandarin collar straight fit womens kurta - olive,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
Juniper,womens teal dull satin placement printed ethnic dress with poly crepe lining - peacock,"Size:Small,X-Small","Rs
2799",979,65% off,Indianwear-Women
Jack and jones,pu regular slip on mens slides - red,"Size:40,41,42,43,44,45","Rs
1499",1049,30% off,Indianwear-Women
Infuse,embroidered chanderi round neck womens kurta - charcoal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",849,50% off,Indianwear-Women
Janasya,womens light green poly silk ethnic dress (j0005) - green,"Size:Large,Medium,X-Small","Rs
2699",1484,45% off,Indianwear-Women
Juniper,embroidered mandarin neck anarkali womens kurta - fuschia,Size:Small,"Rs
3099",1549,50% off,Indianwear-Women
Myshka,solid silk blend round neck womens kurta palazzo set - yellow,",Medium,X-Large,XX-Large","Rs
5999",1499,75% off,Indianwear-Women
Infuse,printed rayon mandarin womens high low tunic - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
Haute curry,round neck viscose regular womens dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
Indya,solid georgette regular fit womens palazzo - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1800",900,50% off,Indianwear-Women
Stop,printed mandarin collar straight fit womens kurta - navy,"Size:S,M,L,X-Large,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
Biba,womens yellow poly cotton short kurti - yellow,"Size:34,36,38","Rs
1999",999,50% off,Indianwear-Women
Varanga,printed modal round neck womens straight fit kurta - blue,"Size:Medium,Small,XX-Large","Rs
1999",599,70% off,Indianwear-Women
Haute curry,solid v neck regular womens tunics & tops - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
Juniper,bandhani mandarin collar a-line fit womens kurta - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",764,55% off,Indianwear-Women
Ziyaa,floral mandarin crepe womens ethnic set - maroon,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2217",775,65% off,Indianwear-Women
W,printed cotton mandarin womens ethnic set - green,"Size:10,18","Rs
3599",2159,40% off,Indianwear-Women
Biba,printed round neck flared womens kurta - yellow,"Size:34,36,38,40,42","Rs
3599",2159,40% off,Indianwear-Women
Myshka,printed round neck womens kurti - purple,",Medium,Small,X-Large,XX-Large","Rs
4999",749,85% off,Indianwear-Women
Stop,printed v neck straight fit womens kurta - rust,"Size:S,M,L,XL,X-Small","Rs
1299",649,50% off,Indianwear-Women
Indya,shraddha kapoor for indya pink embroidered ready to wear saree - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3400",2720,20% off,Indianwear-Women
Indya,printed georgette boat neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2450",1960,20% off,Indianwear-Women
Myshka,solid silk v neck womens regular casual dress - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
5999",1499,75% off,Indianwear-Women
Janasya,embroidered cotton round neck womens kurta palazzo set - pink,"Size:Small,X-Small,XX-Large","Rs
4998",1499,70% off,Indianwear-Women
Haute curry,embroidered cotton flex regular fit womens tunic - green,"Size:Large,Small,X-Small","Rs
799",399,50% off,Indianwear-Women
